sentiment,content
0,whuuurrrrr gland really swollen now guess weekend s blow out
0,horrible day
1,watched yes man good http tinyurl com dbrc
1,wow weekend pretty fucking epic grr school tmrw
0,thankful last minute doc appointment baby girl temp sitting doc s waitin
0,shake sadly robot song library
0,dreading work tomorrow wish one day
0,missed tapulous giving away ttc code
1,lisibo quot grace skill newborn giraffe quot great visual aid fabulous language use example kid thx
1,excited enfest yaaaay
1,natalietran really like http tinyurl com cmhr reminds little favor hfw
0,apparently starwars day today like shame revision though
0,madeofhoney im sorry dont wanna cuz u act u turn right around ignore
1,goodnight
0,long day office again tiring week
0,xdjio ware se fast enough x x m ssd raid mhz iop hpt might try adaptec ghz
0,jhonenv need horror lovecraftian actually enough weird horror movie
1,caffeinefueled welcome back
0,roxiedax ten hour ago sleeping sorry
1,lulliecarole delicious let walk sometimes hubby others miss
1,today peek a bo going two year best two year ever
0,hippyofdoom even get chance shop aldi
0,heap keen next weekend mummy lt
1,fromlucy thank dearie followed dome too
0,blog crashing browser
1,chris shield good job wish worked zoo
0,save pix today show please credit www wireimage com thanks
1,http twitpic com wzh son finley
0,miss wacom especially mouse laptop touch pad horrible
0,oh no sun s gone
1,danielleadalis ending te funniest see jonasbrothers know paranoif always stuck head love it
1,today check day week artist s way hurray time celebrate another good completed journey
1,reception food long beach graduation champagne http twitpic com eba
1,em hahhaha indeed kinda like spoon hahaha
1,incredibly happy person energy love dance amp laugh the thing know i m one earth ppl
0,sleeping lost voice couple day ago
1,ilsedelange elephant lol try painting back
1,kirstiealley nice soon pay tweet
0,tired
0,chris sab comme estas bitch
0,lyricals care struggle
0,nightrpstar think so hired someone that
0,miss puppy
1,kimmimcfly think start david archuleta might throw glitter aha xx
1,andysowards andy great am wall first day event apart exciiiiiiiting r u mate
0,arabic girl who s online every one sleep
0,daddy left go back home texas c hopefully n next two month
1,dai bach daps best lol
0,ayesham bored class wanna go home
1,land pillow blanket mm fan high mention blanket favorite time ever
1,headgeek watched standard dvd d version blu uk yet d effect best seen home system yet titty d
0,aaronhoskins fucking miss band much
0,urge go shopping hmmm got money how
1,ok im pass out tonight lovely buenas noches mi gente tomorrow shall party again
0,home sick
0,didnt enjoy say goodbye alex v emotional time sun making happy
0,s retro prom wishing dance with gonna miss great dancing nite still blast amp drink
0,amalah jealous supposed go see seattle friend summer bail work
1,beautiful morning mountain
0,hurt me bring joy see cry know love anything yet u break heart everyday
0,nobody love twitter
1,great time mpix shootout great thanks mpix
1,deiu guy moving la far shall make castle leave
0,got bullied dillah help
0,way school feeln rainy day all lot fun weekend
1,raenewman called me get that nest time sure maybe come la soon hella wana go disneyland
0,livefreet awww that s sad
1,fever awesome tonsil swollen can t even eat solid food still location picture rule though
1,family bbq today amp fave cousin come
1,marvetbritto awesome that s wanna roll become mogul status
1,heloloser thanks clair watched yet
1,much fun tonight soo excited get home go sleep
1,review done new sentence iknow done wow role
1,playing elgg cool new website hopefully ready soon
0,sleep im not thinking old friend want married now damn amp want scandalous
0,last business day month wrong time get new tag people
0,allysonrobinson a well bell hook teaching transgress sometimes miss teaching amp messing bad system
1,oh great radio disney crash latest webkit kid run again hey wait
0,dawnrichard awww that s nice make really beautiful couple balance other
1,futureclassics ben jerry yummmmy
0,yenbearr yi ryke it
1,huge test parent house food good stuck one helping second feel good
1,happy mother s day
1,junelover email em email gave u thanx awesome person
1,hannbob http twitpic com jf hehe cute pose
0,ughhhhhhhh feel good
0,woke nap ate nasi padang pisang cokelat
0,can t wait come home miss bubba bad parent taking canada
1,omds holly steel bless her x
0,gonna suck sober one tonight
1,nextread agree keep star trek make commercially viable c mon
1,xoxokimmie good morning
0,fell sidewalk harvard square stupid cobblestone hand hurt
0,eraticschematic pretty bored
1,iamdakota oh cool gonna van thats cool live victoria well ur pree awesome girl
1,niariley wassup beautiful follow me peep new hit single www myspace com ipsohot def wat u video
0,im joining twitter lol
1,emmilyxoxo wow that must sooo cool
1,hobbz really think awesome discus
1,joejonasfan know too
1,weather nice many hot guy town felt like kid candy store except candy straight
1,totally long since updated saw star trek excellent killed yogg saron man memorial day killed man raid
1,rap battling second sat movie haha quot i swim lake sex quot matthew m ghost girlfriend past
1,daniamiwa parade yesterday powderhorn guessing ava bella similarly mesmerized whimsical fairyness
1,jerennyofficial hahah jonas min woop woop fun doug cmmt convo magical hahaha
1,got new dog
1,writer quot they make wonder why foisting little pipe dream story head onto people quot like writing
1,solobasssteve morning dude ivy decided want go boat today guy around pm would nice see you
1,czarina ah seen both either way get experience fantasy sound shock wave vacuum space heh
0,ksegiii cousin moved like year ago miss much looking facebook im sad
1,woke up hopefully going see xmen film today
0,fml today suck hope dance bring soul up pray im still sad i hateee todayyyyyy gt
1,dentist chick hot thats plus
1,frama c oh yeah point taken
0,laurenlovesjb can t grandma probably phone get aim
0,yourboogiegirl dude same hurt
1,yohanik hehe found wikipedia page movie last fm confirms it thank you http is gd iprr
1,rocked home maccas signing petition big bang tour au lol
0,boring day today broke can t go see friend s band tonight maybe q tomorrow though
1,jessicacorban stellar look great
0,poor phone nekkid without cover
1,adneonheart oh god finally found someone online haha
1,ikostar well twitter year think lot easier monetize le need differentiated pay nopay
0,solangeknowles freaking awesome solange happy mother s day wish mom like you sad blah best wish
0,feeling good kinda tired miss him can t wait grad weekend
0,four hour fifteen minute three day packing spree ugh work
1,sevenspoons like mine green somehow taste minty otherwise heh heh
1,jayjager well donkey appeal sure
1,hitting fairly empty shop orlando downtown disney later http tinyurl com cdsuws
0,cancelling javaone http ff im nzth
1,emmielovegood nope way home now
0,nw macedonia rainy day row
0,http twitpic com b miss bestfriend left school
1,dianaray know excited them
1,ncteacher appreciate
1,luigiiiiii whatever know like it hahahhah
0,dakshinamurti yet sorry
1,alexarpd nice action shot http bit ly mzfx miss working pole dont see client everyday lol
1,good morning everyone
1,cold nearly gone yayness grey anatomy tonight double yay
1,happy mother day x amp go docker
1,playing pacman box a achvs taking g exactly nice
1,bbq s gone well weather stayed good right bonus bed training morning work
1,heading kitsilano bbq weather b e a utiful x
1,got brace tightened today got mcdonalds haha sport tomorrow yay yay yay netball tryout wish luck make team l
0,wish go root pinic
0,going work people party going home visit grandma sadness
0,elleipein aww honey sorry
0,really missing hockey already night dtn naperville can t wait day tomorrow work sunday
1,weather starting better shine
1,happy star war day
0,selling drumset sad day
1,http twitpic com who mommy gummy mother day posterrr
1,anyone know anyone made aliyah help nefesh bnefesh please contact me would love talk them
0,wish hanging kobe right
1,beccyr program show twitter facebook status update one alright yeah probably use often
0,wired sad
0,okay whats twitter laptop completely broke computer acting dont reckon
1,pimplepopper get copy wanna watch also
0,mtmodular pixy number give energy rush playing festival close june work go
0,elf princess hehehe barry killer u need pic
1,went outside picked flower marina love picking flower haha
1,bigeyedfishie amazing best time hope good weekend too
1,girlwhoshould fun blatantly ignore advice
0,last day st andrew spend west sand packing
1,call wierd jus luv rainy day make feel warm amp cozy inside lol
1,happy mother s day
0,jwalsh damnit all suck one one thought drag back lol
1,third date went well moving fourth
1,thanks guy follower
0,victoriax im sorry
1,rasga yep http bit ly yyid go christmas treat
1,aww sunny day tasty barbeque family got bad sunburn though
1,wow virtualpc screen go black anymore win rc also there s nvidia driver crashing i m happy upgrade
0,puppaz really suck feel bad least woke eight
0,running around town kathleen she s leaving month
1,teresamerica oh yeah is see really get going lol care like heheheheh great
0,narrated kool it s job blame
1,magpie thanks well
0,officially hit wall totally nonfunctionalproductive work
